Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Limite 1,Limite 2,Distancia Recorrida,Evidencia,Link,Foto de Evidencia,Display,Formato de Anuncio,No,Anunciante(s),Cat,Campaña,Industria
2022,CDMX,Julio,Coyoacán,Ampliación Pedregal De San Ángel,Centros Comerciales,Galerías Perisur,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_32,,Antetecho,Digital,589,LIVERPOOL,,Dockers,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Coyoacán,Ampliación Pedregal De San Ángel,Centros Comerciales,Galerías Perisur,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_33,,Antetecho,Digital,590,LIVERPOOL,,Dockers,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Coyoacán,Ampliación Pedregal De San Ángel,Centros Comerciales,Galerías Perisur,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d326c5e-28b8-4374-b7de-3585a671b491%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d326c5e-28b8-4374-b7de-3585a671b491%5D%2Fanuncio_foto_8,,Antetecho,Digital,591,LIVERPOOL,,Dockers,Centros Comerciales y Tiendas Departamentales
2022,Puebla,Julio,Cholula,Santiago Momoxpan,Centros Comerciales,Galerias Serdan,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A823bbeff-5229-4a7d-b2c2-8ce51b03b458%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A823bbeff-5229-4a7d-b2c2-8ce51b03b458%5D%2Fanuncio_foto_19,,Caseta de estacionamiento,Impreso,592,LIVERPOOL,,Gran Barata Verano,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_27,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_27,,Display,Impreso,593,LIVERPOOL,,Restaurate,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_28,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_28,,Panel de pasillo,Impreso,594,LIVERPOOL,,Cafetería o restaurante,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_29,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_29,,Panel de pasillo,Impreso,595,LIVERPOOL,,Branding,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A12504f82-749d-4574-93c6-ef5dd173852d%5D%2Fanuncio_foto_47,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A12504f82-749d-4574-93c6-ef5dd173852d%5D%2Fanuncio_foto_47,,Muro Publicitario,Impreso,596,LIVERPOOL,,Gran Barata de Verano,Centros Comerciales y Tiendas Departamentales
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A55bea0aa-fb7c-4a3a-859d-94fecbb8aa7d%5D%2Fanuncio_foto_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A55bea0aa-fb7c-4a3a-859d-94fecbb8aa7d%5D%2Fanuncio_foto_3,,Muro Publicitario,Impreso,597,LIVERPOOL,,Gran Barata de Verano,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_24,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_24,Muro Publicitario,Impreso,598,LIVERPOOL,,CLICK & COLLECT,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_25,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_25,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A902165ef-4b5b-4c23-84f8-16bdc4d13615%5D%2Fanuncio_foto_25,Muro Publicitario,Impreso,599,LIVERPOOL,,LIVERPOOL VISA,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_19,Muro Publicitario,Impreso,600,LIVERPOOL,,LIVERPOOL VISA,Centros Comerciales y Tiendas Departamentales
2022,Nuevo León,Julio,San Nicolás De Los Garza,Miguel Alemán,Centros Comerciales,Paseo La Fe,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_22,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_22,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4468b074-4c4f-4ed0-b5ff-a40b332c9a3d%5D%2Fanuncio_foto_22,Muro Publicitario,Impreso,601,LIVERPOOL,,CLICK & COLLECT,Centros Comerciales y Tiendas Departamentales
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Luxury Avenue,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_18,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_18,,Muro Publicitario,Impreso,602,LONGCHAMP,,Branding,#N/A
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Luxury Avenue,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_21,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_21,,Banderola,Impreso,603,LONGCHAMP,,Branding,#N/A
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Luxury Avenue,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_26,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_26,,Banderola,Impreso,604,LONGCHAMP,,Branding,#N/A
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_7,,Banner,Impreso,605,LOS CANARIOS,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_15,,Banner de triple cara,Impreso,606,LOS CANARIOS,,Noches de DJ,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_8,,Banner elevador,Impreso,607,LOS CANARIOS,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_4,,Banner de triple cara,Impreso,608,LOS CANARIOS,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_6,,Banner de triple cara,Impreso,609,LOS CANARIOS,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_37,,Banner de triple cara,Impreso,610,LUUNA,,Branding,"Productos, Accesorios y Herramientas para Casa Habitacion"
2022,Quintana Roo,Julio,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_3,,Mkt de guerrilla,Impreso,611,MACAO SPORT BETS & CASINO,,Branding,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,EDOMEX,Julio,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_32,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_32,,Directorio,Impreso,612,MAC'MA,,Branding,#N/A
2022,EDOMEX,Julio,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ace721b3c-e9b1-4be4-84bd-b75e96d628ac%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ace721b3c-e9b1-4be4-84bd-b75e96d628ac%5D%2Fanuncio_foto_6,,Directorio,Impreso,613,MAC'MA,,Branding,#N/A
2022,Puebla,Julio,Cholula,Santiago Momoxpan,Centros Comerciales,Explanada Puebla,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afb9b5f1a-0757-4a0f-8b0a-9574d6664555%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afb9b5f1a-0757-4a0f-8b0a-9574d6664555%5D%2Fanuncio_foto_31,,Panel de Pasillo,Digital,614,MACROPAY,,Branding,#N/A
2022,Quintana Roo,Julio,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_2,,Banderola,Impreso,615,MAGIA RADO,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,Quintana Roo,Julio,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_49,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_49,,Muro Publicitario,Impreso,616,MAGIA RADO,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,Quintana Roo,Julio,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_50,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_50,,Display,Impreso,617,MAGIA RADO,,Branding,"Restaurantes, Cafeterias y Comida Rapida"
2022,Quintana Roo,Julio,Cancún,Plaza Las Américas,Centros Comerciales,Plaza Las Américas Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_6,,Banner elevador,Impreso,618,MAGIC PLANET CLUB,,Nuevo parque para niños,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_50,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_50,,Banner de triple cara,Impreso,619,MAJA SPORTS WEAR,,Branding,Publicidad Local
