ID,Establecimiento,Razón Social,Actividad,Personal,Dirección,Municipio,Entidad,Municipio,Localidad,AGEB,Tel,E-mail,Sitio Web,Fijo/Semi,Lat,Lon,Fecha Alta,Referencia,Interes
8823091,FERRETERIA LA CAJITA DE HERRAMIENTAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LOS ARQUITOS #61, COLONIA QUINTAS DEL MARQUES, C.P. 76047",Querétaro,22,014,0001,1299,,,,Fijo,20.58689568,-100.3687414,2019-11,2201400011299,SI
3609196,FERRETERIA LA CAMPANA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE LIBERTAD #27, PUEBLO JURICA, C.P. 76100",Querétaro,22,014,0001,2691,4428660830,LACAMPANAFACTURACION@GMAIL.COM,,Fijo,20.67935008,-100.4515008,2010-07,2201400012691,SI
8256656,FERRETERIA LA CASUALIDAD,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA CASA BLANCA #52, COLONIA JOSE MARIA TRUCHUELO, C.P. 76903",Corregidora,22,006,0142,0706,,,,Fijo,20.54776571,-100.3901052,2019-11,2200601420706,SI
3612970,FERRETERIA LA CHALUPA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE NINGUNO #103, COLONIA EL TINTERO, C.P. 76134",Querétaro,22,014,0001,1710,,,,Fijo,20.61041872,-100.4354187,2010-07,2201400011710,SI
6490815,FERRETERIA LA CORONA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE HACIENDA GRANDE #322, COLONIA LA GRANJA, C.P. 76180",Querétaro,22,014,0001,0553,4422152604,,,Fijo,20.57183812,-100.4110431,2016-01,2201400010553,SI
3561545,FERRETERIA LA CORONA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA COLINAS DEL CIMATARIO #2, COLONIA COLINAS DEL CIMATARIO, C.P. 76090",Querétaro,22,014,0001,2422,4422152604,LACORONA.JARDINESHACIENDA@HOTMAIL.COM,,Fijo,20.5719293,-100.3722361,2010-07,2201400012422,SI
3550377,FERRETERIA LA CORONA,,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE SIERRA DE TILACO #201, ZONA COMERCIAL MERCURIO, C.P. 76040",Querétaro,22,014,0001,2348,,LACORONA.JARDINESHACIENDA@HOTMAIL.COM,,Fijo,20.58238703,-100.3810435,2010-07,2201400012348,SI
3564622,FERRETERIA LA CORONA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"BOULEVARD DOLORES DEL RIO #435, COLONIA LA JOYA, C.P. 76180",Querétaro,22,014,0001,1551,,LACORONA_LAJOYA@HOTMAIL.COM,,Fijo,20.56735863,-100.4196406,2010-07,2201400011551,SI
3566590,FERRETERIA LA CUESTA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA PIE DE LA CUESTA #102, COLONIA AMALIA SOLORZANO, C.P. 76130",Querétaro,22,014,0001,2070,,,,Fijo,20.63020445,-100.4064755,2010-07,2201400012070,SI
8895677,FERRETERIA LA CUMBRE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CENIT #1, COLONIA PUERTAS DEL SOL II, C.P. 76113",Querétaro,22,014,0001,2206,,,,Fijo,20.61683976,-100.4461768,2019-11,2201400012206,SI
3604028,FERRETERIA LA ECONOMICA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE GUERRERO #95, COLONIA SAN JOSE DE LOS OLVERA, C.P. 76902",Corregidora,22,006,0044,0119,4428010094,ISAIAS_TRABAJADOR@HOTMAIL.COM,,Fijo,20.55800687,-100.4126713,2010-07,2200600440119,SI
3550068,FERRETERIA LA ESTACION,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE INVIERNO #81, CIUDAD PRIMAVERA, C.P. 76000",Querétaro,22,014,0001,0303,,,,Fijo,20.60067211,-100.3949617,2010-07,2201400010303,SI
9092332,FERRETERIA LA FORJA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE TORNEROS #66, COLONIA SAN PEDRITO PEÑUELAS, C.P. 76138",Querétaro,22,014,0001,2850,4421716025,,,Fijo,20.63540717,-100.399641,2019-11,2201400012850,SI
3558716,FERRETERIA LA GENERAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA CONSTITUYENTES #, LOCALIDAD EL PUEBLITO, C.P. 76900",Corregidora,22,006,0001,0034,4422254741,,,Fijo,20.53259432,-100.4396937,2010-07,2200600010034,SI
3599739,FERRETERIA LA GLORIETA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"BOULEVARD BOULEVARD DE LAS AMERICAS #4, COLONIA TIERRA Y LIBERTAD, C.P. 76901",Corregidora,22,006,0142,0316,,,,Fijo,20.54866431,-100.3921309,2014-12,2200601420316,SI
3580954,FERRETERIA LA GOTERA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SALVADOR SANCHEZ #0, LOCALIDAD LA GOTERA, C.P. 76210",Querétaro,22,014,0051,262A,,,,Fijo,20.86724711,-100.3799227,2014-12,220140051262A,SI
3611046,FERRETERIA LA GRANDE DE QUERETARO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE TZELTALES #230, COLONIA FRACC LA LOMA, C.P. 76116",Querétaro,22,014,0001,2761,4423488256,,,Fijo,20.63983246,-100.4700176,2010-07,2201400012761,SI
3611675,FERRETERIA LA JOYA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LAS FUENTES #2061, COLONIA FUNDADORES, C.P. 76117",Querétaro,22,014,0001,2827,,,,Fijo,20.6294022,-100.4490882,2011-03,2201400012827,SI
3545904,FERRETERIA LA LINTERNITA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CORREGIDORA #83, COLONIA CENTRO, C.P. 76000",Querétaro,22,014,0001,2314,4422716314,,,Fijo,20.59035791,-100.3904933,2010-07,2201400012314,SI
3558216,FERRETERIA LA NUEVA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA MIGUEL HIDALGO #51, COLONIA EL PUEBLITO, C.P. 76900",Corregidora,22,006,0001,002A,,ALEJANDROROAMENDOZA@HOTMAIL.COM,,Fijo,20.54597865,-100.4399723,2010-07,220060001002A,SI
3601049,FERRETERIA LA PAZ,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE 16 DE SEPTIEMBRE #, COLONIA 1RO DE MAYO, C.P. 76907",Corregidora,22,006,0017,0797,,,,Fijo,20.52626331,-100.4571513,2014-12,2200600170797,SI
3598179,FERRETERIA LA PEÑUELA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CIRCUITO LAZARO CARDENAS #1222, COLONIA LAZARO CARDENAS, C.P. 76087",Querétaro,22,014,0001,1091,44222229542,LALIN-QRO@HOTMAIL.COM,,Fijo,20.56044679,-100.3747212,2010-07,2201400011091,SI
3558183,FERRETERIA LA PIRAMIDE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PALOMAS #, COLONIA FRACC LAS PALOMAS, C.P. 76900",Corregidora,22,006,0001,002A,4427133186,,,Fijo,20.54651762,-100.4384177,2010-07,220060001002A,SI
3562248,FERRETERÍA LA PRINCIPAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA VICENTE GUERRERO #1, COLONIA CENTRO, C.P. 76000",Querétaro,22,014,0001,0411,,,,Fijo,20.58664694,-100.3929253,2010-07,2201400010411,SI
3608865,FERRETERIA LA PURISIMA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA HERCULES #179, COLONIA HERCULES, C.P. 76069",Querétaro,22,014,0001,084A,4424267082,,,Fijo,20.60174048,-100.366514,2010-07,220140001084A,SI
3550772,FERRETERIA LA UNIVERSAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE INGENIEROS #523, COLONIA EL MARQUES, C.P. 76047",Querétaro,22,014,0001,1284,4422133760,,,Fijo,20.58356013,-100.3711102,2010-07,2201400011284,SI
3564722,FERRETERIA LAS PLAZAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PASEO LAS PLAZAS #2, COLONIA LAS PLAZAS, C.P. 76180",Querétaro,22,014,0001,2390,4424979795,FERREPLAZAS@YAHOO.COM.MX,,Fijo,20.5695736,-100.4162128,2014-12,2201400012390,SI
3607756,FERRETERIA LAURA GUEVARA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE INDEPENDENCIA #16, COLONIA CENTRO, C.P. 76220",Querétaro,22,014,0108,1335,,,,Fijo,20.74080869,-100.4474088,2010-07,2201401081335,SI
8279068,FERRETERIA LETY,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PARQUE SANTIAGO #1653, COLONIA PARQUE SANTIAGO, C.P. 76116",Querétaro,22,014,0001,3647,4424408371,,,Fijo,20.62941259,-100.4553837,2019-11,2201400013647,SI
8255929,FERRETERIA LIBERTAD,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MIGUEL HIDALGO #28, COLONIA EMILIANO ZAPATA, C.P. 76900",Corregidora,22,006,0001,0091,,,,Fijo,20.55678191,-100.4351188,2019-11,2200600010091,SI
3609198,FERRETERIA LIBERTAD,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CAMELINAS #147, PUEBLO JURICA, C.P. 76100",Querétaro,22,014,0001,2691,,FERRE_LIBERTAD@HOTMAIL.COM,,Fijo,20.67767535,-100.451262,2010-07,2201400012691,SI
3556891,FERRETERIA LOBITO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA 14 #, COLONIA LOMAS DE CASA BLANCA, C.P. 76080",Querétaro,22,014,0001,0638,4423082481,,,Fijo,20.56845722,-100.3934047,2010-07,2201400010638,SI
8077720,FERRETERIA LOS 3 MOSQUETEROS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA SAN ROQUE #4, COLONIA EL CERRITO, C.P. 76168",Querétaro,22,014,0001,0252,,,,Fijo,20.60348327,-100.3954197,2019-11,2201400010252,SI
3601246,FERRETERÍA LOS ÁNGELES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SAN RAFAEL #67, COLONIA LOS ANGELES, C.P. 76908",Corregidora,22,006,0010,0602,,,,Fijo,20.53261702,-100.4890893,2014-12,2200600100602,SI
8153173,FERRETERIA LOS CACHOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA CONSTITUYENTES #11, COLONIA SAN FRANCISQUITO, C.P. 76040",Querétaro,22,014,0001,2329,,E.RODRIGUEZ054.ER@GMAIL.COM,,Fijo,20.58702856,-100.3837371,2019-11,2201400012329,SI
3545483,FERRETERIA LOS CORREA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE HACIENDA SAN JUAN #42, COLONIA SAN ANTONIO DE LA PUNTA, C.P. 76135",Querétaro,22,014,0001,2969,,,,Fijo,20.59430341,-100.4296753,2010-07,2201400012969,SI
3604586,FERRETERIA LOS TRES MOSQUETEROS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas," SAN ROQUE #11,  LINDA VISTA, C.P. ",Querétaro,22,014,0001,0252,,,,Fijo,20.60217025,-100.3961101,2010-07,2201400010252,SI
3584381,FERRETERIA LUNA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION LAURELES #120, COLONIA LOS PINOS, C.P. 76147",Querétaro,22,014,0001,2916,4421499644,,,Fijo,20.633384,-100.3815943,2014-12,2201400012916,SI
3606930,FERRETERIA LUPITA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE INDEPENDENCIA #15, COLONIA CENTRO, C.P. 76220",Querétaro,22,014,0108,2494,,RGUEVARAFE555@LIVE.COM.MX,,Fijo,20.74858752,-100.4445253,2010-07,2201401082494,SI
8178197,FERRETERIA LUPITA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE 47 #823, COLONIA LOMAS DE CASA BLANCA, C.P. 76080",Querétaro,22,014,0001,0888,,,,Fijo,20.56623676,-100.3969763,2019-11,2201400010888,SI
3611766,FERRETERIA MADI,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ZACAPOAXTLAS #54, COLONIA PARQUE SANTIAGO, C.P. 76115",Querétaro,22,014,0001,3647,,,,Fijo,20.62722831,-100.457356,2010-07,2201400013647,SI
8162455,FERRETERIA MALAGON,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MIGUEL HIDALGO #16, COLONIA SANTA MARIA MAGDALENA, C.P. 76137",Querétaro,22,014,0107,3543,,,,Fijo,20.59640873,-100.4471959,2019-11,2201401073543,SI
3593074,FERRETERIA MAPLE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE JOSE MARIA MORELOS #225, COLONIA JARDINES DEL VALLE, C.P. 76137",Querétaro,22,014,0107,3539,,FERREMAPLE@HOTMAIL.COM,,Fijo,20.59685529,-100.4496611,2014-12,2201401073539,SI
3609177,FERRETERIA MARIA ISABEL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PASEO DEL MESON #48, PUEBLO JURICA, C.P. 76100",Querétaro,22,014,0001,2672,4422929887,,,Fijo,20.68009329,-100.4542487,2010-07,2201400012672,SI
3557749,FERRETERIA MARIO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION PINO SUAREZ #491, COLONIA EJIDO MODEL0, C.P. 76177",Querétaro,22,014,0001,2352,4421415509,,,Fijo,20.58146268,-100.4252812,2010-07,2201400012352,SI
3587247,FERRETERIA MARSELLA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MARSELLA #265, COLONIA FUNDADORES, C.P. 76117",Querétaro,22,014,0001,3219,,VICKY_VALDEZSANDOVAL725@HOTMAIL.COM,,Fijo,20.62613911,-100.4510782,2014-12,2201400013219,SI
3548653,FERRETERIA MARTINEZ,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION 18 DE MARZO #107, COLONIA FELIPE CARRILLO PUERTO, C.P. 76138",Querétaro,22,014,0001,2920,4422178603,,,Fijo,20.60950006,-100.4287978,2010-07,2201400012920,SI
3596637,FERRETERIA MARY,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ACCESO A LA CENTRAL #88, NINGUNO CENTRAL CAMIONERA CENTRO SUR, C.P. 76220",Querétaro,22,014,0001,2386,,,,Fijo,20.57970929,-100.3591872,2010-07,2201400012386,SI
3583932,FERRETERÍA MATA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PIRUL (8) #0, COLONIA MUJERES INDEPENDIENTES, C.P. 76147",Querétaro,22,014,0101,3280,4423672731,,,Fijo,20.64302912,-100.3844179,2014-12,2201401013280,SI
3591763,FERRETERIA MATA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA LITERATURA #132, FRACCIONAMIENTO EX-HACIENDA EL TINTERO, C.P. 76138",Querétaro,22,014,0001,173A,,SMATA4748@YAHOO.COM.MX,,Fijo,20.60615577,-100.4403036,2014-12,220140001173A,SI
3546227,FERRETERIA MATERIALES Y HERRAMIENTAS,FERRETERIA MATERIALES Y HERRAMIENTAS ,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE 25 #1301, COLONIA VISTA ALEGRE, C.P. 76080",Querétaro,22,014,0001,0587,4422090620,,,Fijo,20.57520547,-100.3935771,2014-12,2201400010587,SI
3601376,FERRETERÍA MEDITER,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA PIRAMIDE DE LA LUNA #317, COLONIA PIRAMIDES, C.P. 76908",Corregidora,22,006,0001,0710,,,,Fijo,20.54126911,-100.4536211,2014-12,2200600010710,SI
3610125,FERRETERIA MEXICO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE 12 DE DICIEMBRE #101, COLONIA VILLAS DE GUADALUPE, C.P. 76118",Querétaro,22,014,0001,2013,4422437950,,,Fijo,20.64177258,-100.4582353,2010-07,2201400012013,SI
3608969,FERRETERIA MILENIO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SENDA DEL CARRUAJE #115, COLONIA MILENIO 3A. SECCION, C.P. 76060",Querétaro,22,014,0001,3469,4424036791,TEDEOMACHUCA@HOTMAIL.COM,,Fijo,20.59562574,-100.3604535,2010-07,2201400013469,SI
8833002,FERRETERIA MILENIO 3,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CAMINO REAL DE CARRETAS #375, FRACCIONAMIENTO MILENIO III, C.P. 76060",Querétaro,22,014,0001,3469,,ARMANDORG.SOFI@GMAIL.COM,,Fijo,20.59554056,-100.3486258,2019-11,2201400013469,SI
3545466,FERRETERIA MILLENIUM,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ALTAMIRA #0, COLONIA SAN ANTONIO DE LA PUNTA, C.P. 76135",Querétaro,22,014,0001,2969,4422843436,,,Fijo,20.59520852,-100.4300766,2010-07,2201400012969,SI
9177030,FERRETERIA MONTALVO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MIGUEL HIDALGO #53, COLONIA SANTA ROSA DE JAUREGUI CENTRO, C.P. 76220",Querétaro,22,014,0108,3153,,,,Fijo,20.73706,-100.4469041,2019-11,2201401083153,SI
9102383,FERRETERIA MONTENEGRO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE IGNACIO ZARAGOZA #62, LOCALIDAD MONTENEGRO, C.P. 76220",Querétaro,22,014,0069,1602,,,,Fijo,20.76204153,-100.4330334,2019-11,2201400691602,SI
3582155,FERRETERIA MORALES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CORREGIDORA #, LOCALIDAD BARRIO LA HACIENDITA, C.P. 76220",Querétaro,22,014,0110,3223,,,,Fijo,20.73894512,-100.3945141,2014-12,2201401103223,SI
8748809,FERRETERIA MORAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PASEO DE LAS MORAS #2018, FRACCIONAMIENTO LA HUERTA, C.P. 76147",Querétaro,22,014,0101,433A,,,,Fijo,20.64461708,-100.3758013,2019-11,220140101433A,SI
3609340,FERRETERIA MORELOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"BOULEVARD SONORA #217, COLONIA MORELOS, C.P. 76118",Querétaro,22,014,0001,198A,4425953124,,,Fijo,20.64667769,-100.455355,2010-07,220140001198A,SI
3609983,FERRETERIA MOSA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE POPOCATEPETL #415, COLONIA LOMA BONITA, C.P. 76118",Querétaro,22,014,0001,0731,4423623487,CONSTRURAMA_SATELITE@YAHOO.COM.MX,,Fijo,20.64466273,-100.4501646,2010-07,2201400010731,SI
9264054,FERRETERIA MYM,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE HACIENDA EL TAMBOR #425, COLONIA HACIENDA SANTA ROSA, C.P. 76220",Querétaro,22,014,0069,4306,,,,Fijo,20.77009156,-100.4359115,2020-11,2201400694306,SI
3546253,FERRETERIA NORMITA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CALLE 25 #107, COLONIA VISTA ALEGRE, C.P. 76080",Querétaro,22,014,0001,0587,,FERRETERIA_NORMITA@OUTLOOK.COM,,Fijo,20.574836,-100.3942281,2010-07,2201400010587,SI
8339293,FERRETERIA NUSS,FERRETERIA NUSS SA DE CV,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"CALLE AVENIDA DE LAS CIENCIAS #2078, COLONIA JURIQUILLA SANTA FE, C.P. 76230",Querétaro,22,014,0058,3774,,,WWW.GRUPNUSS.COM,Fijo,20.69444277,-100.4397646,2019-11,2201400583774,SI
3586366,FERRETERIA ONTIVEROS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION BERNARDO QUINTANA #, COLONIA LA LOMA, C.P. 76116",Querétaro,22,014,0001,337A,,,,Fijo,20.64467215,-100.4767113,2014-12,220140001337A,SI
3545334,FERRETERIA ONTIVEROS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MIGUEL HIDALGO #48, COLONIA SANTA MARIA MAGDALENA, C.P. 76137",Querétaro,22,014,0107,3543,,,,Fijo,20.59394951,-100.4468086,2010-07,2201401073543,SI
3585504,FERRETERIA OSO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE KILIMANJARO #301, COLONIA LOMA BONITA, C.P. 76118",Querétaro,22,014,0001,1566,,,,Fijo,20.6537104,-100.4484693,2014-12,2201400011566,SI
8267836,FERRETERIA OVIEDO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE FERNANDO DE TAPIA #0, PUEBLO BUENAVISTA, C.P. 76225",Querétaro,22,014,0032,2460,,,,Fijo,20.8255622,-100.4733841,2019-11,2201400322460,SI
9155622,FERRETERIA PARA EL CARPINTERO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MARGARITAS #, COLONIA LA NEGRETA, C.P. 76925",Corregidora,22,006,0017,080A,,,,Fijo,20.52929999,-100.4533973,2019-11,220060017080A,SI
3548255,FERRETERIA PLAMA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE RIO #131, COLONIA SANTA MONICA, C.P. 76138",Querétaro,22,014,0001,1782,,,,Fijo,20.60287869,-100.4310112,2010-07,2201400011782,SI
8793513,FERRETERIA PLOMERIA Y MATERIAL ELECTRICO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PAX CHRISTI #215, COLONIA FRACCIONAMIENTO TEJEDA, C.P. 76904",Corregidora,22,006,0001,0138,,,,Fijo,20.5391699,-100.4229978,2019-11,2200600010138,SI
3550088,FERRETERIA PLOMO ELECTRIC,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ESTIO #50, COLONIA LAS ROSAS, C.P. 76164",Querétaro,22,014,0001,0303,4422243841,INGENIERIAINTEGRAL@LIVE.COM.MX,,Fijo,20.59960756,-100.4004199,2010-07,2201400010303,SI
3608695,FERRETERIA PONCHO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION INDEPENDENCIA #, COLONIA SANTA ROSA JAUREGUI, C.P. 76220",Querétaro,22,014,0108,3153,,GABI.GARCIA81@YAHOO.COM.MX,,Fijo,20.73156583,-100.4443169,2010-07,2201401083153,SI
8178134,FERRETERIA QUINPER,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE GUSTAVO DIAZ ORDAZ #, COLONIA PRESIDENTES, C.P. 76080",Querétaro,22,014,0001,2988,,,,Fijo,20.56230629,-100.3833321,2019-11,2201400012988,SI
8256876,FERRETERIA R,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA CANDILES #117, COLONIA CANDILES, C.P. 76903",Corregidora,22,006,0001,0689,4421943259,,,Fijo,20.54586046,-100.4046746,2019-11,2200600010689,SI
3565618,FERRETERIA RAFAGA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA ARCO DEL TRIUNFO #101, COLONIA SAN PEDRITO LOS ARCOS, C.P. 76148",Querétaro,22,014,0001,3365,,,,Fijo,20.64787095,-100.4103462,2010-07,2201400013365,SI
3566962,FERRETERIA REPARANDO MI CASA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA PIE DE LA CUESTA #613, COLONIA SAN PABLO, C.P. 76130",Querétaro,22,014,0001,1157,4423084657,REPARANDOMICASA@HOTMAIL.COM,WWW.REPARANDOMICASA.COM,Fijo,20.6233509,-100.4060139,2010-07,2201400011157,SI
3544030,FERRETERIA RICO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA 26 #703, COLONIA LOMAS DE CASA BLANCA, C.P. 76080",Querétaro,22,014,0001,2988,,,,Fijo,20.56589118,-100.3874269,2010-07,2201400012988,SI
3595801,FERRETERÍA RICO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA 8 #, COLONIA LOMAS DE CASA BLANCA, C.P. 76080",Querétaro,22,014,0001,0572,4424013456,,,Fijo,20.57112053,-100.3947079,2014-12,2201400010572,SI
3586538,FERRETERIA ROJAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA TARAHUMARAS #139, FRACCIONAMIENTO CERRITO COLORADO, C.P. 76116",Querétaro,22,014,0001,1246,,,,Fijo,20.63606253,-100.459833,2014-12,2201400011246,SI
7905568,FERRETERIA ROMERO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA VICENTE GUERRERO #1, COLONIA CENTRO, C.P. 76000",Querétaro,22,014,0001,0411,,,,Fijo,20.58651245,-100.3933835,2019-11,2201400010411,SI
3612160,FERRETERIA SAGO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE AGAVE #212, COLONIA CERRITO COLORADO, C.P. 76116",Querétaro,22,014,0001,1509,,,,Fijo,20.63183353,-100.457305,2010-07,2201400011509,SI
8892136,FERRETERIA SAM,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ZACAPOAXTLAS #88, COLONIA FRACC GEOVILLAS, C.P. 76116",Querétaro,22,014,0001,1509,,,,Fijo,20.63094739,-100.4627,2019-11,2201400011509,SI
3551023,FERRETERIA SAN AGUSTIN,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION TECNOLOGICO #37, COLONIA LA PIEDAD, C.P. 76150",Querétaro,22,014,0001,1138,4424578186,,,Fijo,20.59777616,-100.4094107,2010-07,2201400011138,SI
3592813,FERRETERIA SAN ANGEL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA FELIPE ANGELES #105, COLONIA FRACC TECNOLOGICO 3RA SECC, C.P. 76158",Querétaro,22,014,0001,1212,4422174301,FERRE.ELECTICASA@YAHOO.COM.MX,,Fijo,20.60986631,-100.3994738,2010-07,2201400011212,SI
3602494,FERRETERÍA SAN FERNANDO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE BENITO JUAREZ #45, COLONIA SANTA BARBARA, C.P. 76906",Corregidora,22,006,0001,0208,,,,Fijo,20.52191266,-100.44404,2014-12,2200600010208,SI
3562877,FERRETERÍA SAN FRANCISCO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE NICOLAS CAMPA #73, COLONIA EL CARRIZAL, C.P. 76030",Querétaro,22,014,0001,0411,,,,Fijo,20.5859163,-100.3980235,2010-07,2201400010411,SI
8060076,FERRETERIA SAN FRANCISCO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA SAN URIEL 5147 #74, COLONIA PASEOS DE SAN MIGUEL, C.P. 76118",Querétaro,22,014,0001,3882,4423210939,,,Fijo,20.66244898,-100.4746691,2019-11,2201400013882,SI
8078032,FERRETERIA SAN FRANCISCO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CAMINO REAL DE CARRETAS #176, COLONIA MILENIO III, C.P. 76000",Querétaro,22,014,0001,3469,4424043529,FSNFRANCISCO@YAHOO.COM.MX,,Fijo,20.59671837,-100.3602256,2019-11,2201400013469,SI
